link,Độ sạch sẽ,Sự thoải mái và chất lượng phòng,Dịch vụ,Vị trí,Tiện nghi,Số lượng phòng,Số lượng nhà hàng,Số quán bar,Thang máy,Tiêu chuẩn về an toàn,Bể bơi,Bồn tắm,Ghế Sofa,Phòng xông hơi,Spa,Mát-xa,Phòng tập,Sân golf,Sân quần vợt,Rate Star
https://www.agoda.com/vi-vn/saigon-city-center/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,7.1,,7,7.5,6.2,30,,,1,,0,0,0,0,0,0,0,0,0,1
https://www.agoda.com/vi-vn/nouveau-happy-inn/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,6,6.7,6.5,7.2,5.5,32,1,,1,,0,0,0,1,0,1,0,0,0,2
https://www.agoda.com/vi-vn/reddoorz-near-dong-khoi-street/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,7.8,7.6,8.4,9,6.6,16,1,,1,,0,0,0,0,0,0,0,0,0,2
https://www.agoda.com/vi-vn/phuc-khanh-2-hotel/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,6.7,6.8,6.8,7.1,6.2,19,1,0,1,,0,0,0,0,0,0,0,0,0,2
https://www.agoda.com/vi-vn/mobylette-sai-gon-hotel/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=2&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,7.1,,8,8.5,7.2,30,,,1,,0,0,0,0,0,0,0,0,0,1
https://www.agoda.com/vi-vn/an-tam-3-hotel/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,6.5,7.3,7.2,7.7,6,9,1,,0,,0,0,0,0,0,0,0,0,0,1
https://www.agoda.com/vi-vn/oyo-840-truong-tho/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,5.8,6.3,6.7,6.3,5.8,10,,,1,,0,1,0,0,0,0,0,0,0,2
https://www.agoda.com/vi-vn/reddoorz-near-vincom-go-vap/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=8&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,6.4,,7.6,6.4,6.4,27,,,1,1,0,0,0,0,0,0,0,0,0,2
https://www.agoda.com/vi-vn/thanh-long-tan-hotel_2/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,7,6.8,6.6,8.3,6.4,40,1,,1,,0,0,0,0,0,0,0,0,0,2
https://www.agoda.com/vi-vn/phu-hoang-nam-hotel/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=18&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,8.6,,8.9,7.7,8.5,32,,,1,1,0,0,0,0,0,0,0,0,0,2
https://www.agoda.com/vi-vn/oyo-397-thanh-dat-hotel/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=28&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,7.2,,8.3,8.8,7.8,12,,,1,1,0,0,0,0,0,0,0,0,0,2
https://www.agoda.com/vi-vn/oyo-625-hoa-my-hotel/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,5,5.4,5,5,5,14,,,1,,0,1,0,0,0,0,0,0,0,2
https://www.agoda.com/vi-vn/oyo-624-nhu-huynh-hotel/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,5.2,,5.2,5.2,5.2,9,,,1,,0,0,0,0,0,0,0,0,0,2
https://www.agoda.com/vi-vn/oyo-631-long-phung-hoang-hotel/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,4.7,,6.7,5.3,5.3,14,,,1,,0,0,0,0,0,0,0,0,0,2
https://www.agoda.com/vi-vn/hoang-minh-hotel-etown/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,7.1,6.2,7.1,6.7,6.2,31,,,1,1,0,0,0,0,0,0,0,0,0,1
https://www.agoda.com/vi-vn/reddoorz-near-bau-cat-residence/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,7.8,,8.1,7.7,7,5,,,1,,0,0,0,0,0,0,0,0,0,2
https://www.agoda.com/vi-vn/spot-on-905-nguyet-duc-hotel/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=8&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,6.2,,7.5,9.3,5.1,15,,,1,1,0,0,0,0,0,0,0,0,0,2
https://www.agoda.com/vi-vn/oyo-516-van-thanh-dat-hotel/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,2,,2,10,8,24,,,1,,0,0,0,0,0,0,0,0,0,2
https://www.agoda.com/vi-vn/my-way-saigon-hotel/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=2&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,7.3,7.5,7.8,8.5,6.7,14,1,,1,1,0,0,0,0,0,0,0,0,0,1
https://www.agoda.com/vi-vn/oyo-816-ht-love-hotel/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,5.8,,6.5,6.8,5.5,26,,,1,,0,0,0,0,0,0,0,0,0,2
https://www.agoda.com/vi-vn/oyo-628-tang-phat-hotel/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,2,,6,2,2,16,,,1,,0,0,0,0,0,0,0,0,0,2
https://www.agoda.com/vi-vn/coco-hotel-h16386083/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,10,,10,10,8,20,,,1,1,0,0,0,0,0,0,0,0,0,1
https://www.agoda.com/vi-vn/vivian-hotel_2/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=3&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,7.8,,8.1,8.1,7.2,39,1,,1,,0,0,0,0,0,0,0,0,0,3
https://www.agoda.com/vi-vn/oyo-742-phuong-hai-quynh/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,2.7,,2.7,3.3,2.7,16,,,1,,0,0,0,0,0,0,0,0,0,2
https://www.agoda.com/vi-vn/oyo-832-duc-tran-hotel/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,,,,,,15,,,1,,0,0,0,0,0,0,0,0,0,2
https://www.agoda.com/vi-vn/spot-on-679-truc-dao-hotel/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,3.1,3.6,3.9,5.6,3.6,11,,,1,,0,0,0,0,0,0,0,0,0,2
https://www.agoda.com/vi-vn/oyo-716-hoang-yen-hotel/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,2,,2,2,2,20,,,1,,0,1,0,0,0,0,0,0,0,2
https://www.agoda.com/vi-vn/spot-on-881-hoang-bach-3/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,2,,2,2,2,12,,,1,,0,0,0,0,0,0,0,0,0,2
https://www.agoda.com/vi-vn/oyo-245-amura-hotel/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,6.9,,7.7,7,6.9,18,,,1,1,0,0,0,0,0,0,0,0,0,2
https://www.agoda.com/vi-vn/oyo-856-diem-mi-hotel/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,5,5.8,7.5,5.8,5,18,,,1,,0,0,0,0,0,0,0,0,0,2
https://www.agoda.com/vi-vn/long-son-hotel_2/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,10,,8,10,8,14,,,1,,0,0,0,0,0,0,0,0,0,2
https://www.agoda.com/vi-vn/mai-phuong-thao-hotel/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=9&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,6.9,7,7.2,6.6,6.1,21,,,1,,0,0,0,0,0,0,0,0,0,2
https://www.agoda.com/vi-vn/oyo-752-mat-troi-vang/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,3.8,3.8,6.3,3.8,2.5,17,,,1,,0,0,0,0,0,0,0,0,0,2
https://www.agoda.com/vi-vn/legend-saigon-hotel/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,6.6,7.7,7.2,7.8,5.8,15,,,1,,0,0,0,0,0,0,0,0,0,1
https://www.agoda.com/vi-vn/gia-vien-hotel/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=2&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,8,8.2,7.9,8.8,7.1,40,1,,1,,0,0,0,0,0,0,0,0,0,3
https://www.agoda.com/vi-vn/s-phuot-coffee-dorm/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=1&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,8.8,,9.2,8.3,8.5,8,1,,0,1,0,0,0,0,0,0,0,0,0,1
https://www.agoda.com/vi-vn/reddoorz-near-saigon-hi-tech-park/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,8.3,,8.3,7.7,7.3,40,,,1,1,0,0,0,0,0,0,0,0,0,2
https://www.agoda.com/vi-vn/truong-giang-hotel/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=9&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,7.3,7.9,8.2,7.1,6.9,18,,,1,,0,0,0,0,0,0,0,0,0,1
https://www.agoda.com/vi-vn/trung-nam-hotel-dist-8/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,5.6,,6.3,6,5.5,30,,,1,1,0,0,0,0,0,0,0,0,0,1
https://www.agoda.com/vi-vn/oyo-471-white-1-hotel/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,7.5,,7.6,6.5,7.5,20,,,1,1,0,0,0,0,0,0,0,0,0,2
https://www.agoda.com/vi-vn/violet-star-hotel-spa/hotel/ho-chi-minh-city-vn.html?finalPriceView=0&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&isAgMse=false&ccallout=false&defdate=false&voucherMode=false&adults=2&children=0&rooms=1&maxRooms=9&checkIn=2020-11-15&childAges=&defaultChildAge=8&travellerType=-1&tspTypes=2&los=1&searchrequestid=da627c54-7c49-40d6-b392-0c6438dd4e03,7.5,,8.3,8.4,7.2,10,,,1,,0,0,0,1,1,1,0,0,0,2
